;Unnamed: 0;country;description;designation;points;price;province;region_1;region_2;variety;winery;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;Id
647;647;France;This blend of Bordeaux grapes with Syrah is rich and spicy. It is made to be drunk young, with touches of toast and a dense texture that brings out the perfumed character of Syrah balanced with Bordeaux structure. The wine is ready to drink, although it will be better from late 2016.;La Croix d'Argon;90;13.0;Southwest France;Côtes de Gascogne;;Red Blend;Domaine d'Arton;5.3;0.715;0.19;1.5;0.161;7.0;62.0;0.99395;3.62;0.61;11.0;5;916
648;648;France;From vines on the cooler left bank of the Serein river, this wine offers notes of toast, spice and ripe yellow fruits cut by tense, zingy lemon zest. It is textured, tense and full of minerality. Drink from 2017.;Vaillons Premier Cru;90;45.0;Burgundy;Chablis;;Chardonnay;Domaine Gérard Duplessis;6.8;0.41;0.31;8.8;0.084;26.0;45.0;0.99824;3.38;0.64;10.1;6;917
649;649;Germany;Delicate whiffs of tangerine and lime intensify on the palate of this Spätlese Riesling, complemented by swathes of green herb and pine frond. It's superlight in texture, yet penetrating, showering the palate in sweet-tart grapefruit and Meyer lemon flavors. The finish is crisp and clean.;Graacher Himmelreich Spätlese;90;30.0;Mosel;;;Riesling;Dr. Heidemanns-Bergweiler;8.4;0.36;0.32;2.2;0.081;32.0;79.0;0.9964;3.3;0.72;11.0;6;918
650;650;US;While soft and approachable, this wine also offers a density of black currant and cherry that gives significant power and juicy exuberance. Sizable tannins risk overtaking the fruit, but never do, with the oak imparting a jolt of smokiness on the finish.;Laki's Vineyard Estate;90;111.0;California;Oak Knoll District;Napa;Cabernet Sauvignon;Eleven Eleven;8.4;0.62;0.12;1.8;0.072;38.0;46.0;0.99504;3.38;0.89;11.8;6;919
651;651;Italy;Aromas of mature dark-skinned fruit, scorched earth, exotic spice and a whiff of blue flower lead the way. The vibrant, savory palate doles out juicy black cherry, plum, ground pepper and anise set in a framework of racy acidity and softly polished tannins. Enjoy through 2018.;Bricco dei Merli;90;35.0;Piedmont;Barbera d'Alba;;Barbera;Elvio Cogno;9.6;0.41;0.37;2.3;0.091;10.0;23.0;0.99786;3.24;0.56;10.5;5;920
652;652;US;In this ripe vintage Folin has produced a full-throttle Tempranillo: tannic, chewy and firm. Blue plum and black cherry anchor the palate, with notes of tobacco, toast and composted earth.;Estate;90;32.0;Oregon;Rogue Valley;Southern Oregon;Tempranillo;Folin Cellars;8.4;0.62;0.12;1.8;0.072;38.0;46.0;0.99504;3.38;0.89;11.8;6;922
653;653;Italy;Dark and brooding, this opens with aromas of French oak, espresso, clove and mature blackberry. On the extracted palate, licorice, vanilla and sweet baking spice accent a core of baked plum while bracing, fine-grained tannins provide the framework.;Marasco;90;88.0;Piedmont;Barolo;;Nebbiolo;Franco M. Martinetti;8.6;0.47;0.27;2.3;0.055;14.0;28.0;0.99516;3.18;0.8;11.2;5;924
654;654;US;This appealing, youthful wine wraps bright raspberry fruit in a fragrant blanket of toasty oak. It's lively, detailed and impeccably fresh, with the balance to age gracefully through at least 2021.;Backbone;90;57.0;Oregon;Oregon;Oregon Other;Pinot Noir;King Estate;8.6;0.22;0.36;1.9;0.064;53.0;77.0;0.99604;3.47;0.87;11.0;7;925
655;655;US;Big red fruit embraces chewy, integrated tannins in this vineyard-designate, a full-bodied explosion of ripeness and bold expression. While powerful, it holds on to nuance via streaks of high-toned citrus, allowing the wine room to breathe and remain lighthearted.;Campbell McKinney Vineyard;90;34.0;California;Russian River Valley;Sonoma;Grenache;Kobler;9.4;0.24;0.33;2.3;0.061;52.0;73.0;0.99786;3.47;0.9;10.2;6;926
656;656;US;This 100% Dijon-clone bottling offers a bold mix of peach, banana and pineapple. It's fruit-driven from top to bottom, with supporting acids to keep it fresh and invigorating.;Truffle Hill;90;24.0;Oregon;Willamette Valley;Willamette Valley;Chardonnay;Left Coast Cellars;8.4;0.67;0.19;2.2;0.093;11.0;75.0;0.99736;3.2;0.59;9.2;4;927
657;657;Italy;Aromas of baked plum are joined by earthy whiffs of truffle, leather, game and cured meat. The aromas carry over to the ripe, dense palate along with fleshy black cherry, anise, mocha and mint. Velvety tannins provide the framework while a confectionary note backs up the finish. Drink 2017–2022.;Fraschin;90;45.0;Piedmont;Barolo;;Nebbiolo;Manzone Fratelli;8.6;0.47;0.27;2.3;0.055;14.0;28.0;0.99516;3.18;0.8;11.2;5;928
658;658;Italy;Alluring aromas of violet, rose, dark berry and a hint of cured meat emerge on this firmly structured wine. The palate is rather extracted, offering rich black cherry, chocolate, tobacco and sweet spice alongside grippy tannins.;Pressenda;90;74.0;Piedmont;Barolo;;Nebbiolo;Marziano Abbona;8.7;0.33;0.38;3.3;0.063;10.0;19.0;0.99468;3.3;0.73;12.0;7;929
659;659;Italy;Waves of French oak, coconut, espresso and menthol lead the nose. The dense, extracted palate offers raspberry jam, vanilla, toasted oak and kirsch alongside packed, fine-grained tannins. The warmth of alcohol and a leathery note signal the finish. Nebbiolo purists may find the new wood sensations excessive but if you're into concentrated, oak-driven wines, you'll especially enjoy this.;Roche d'Ampsej;90;0;Piedmont;Roero;;Nebbiolo;Matteo Correggia;7.4;0.61;0.01;2.0;0.074;13.0;38.0;0.99748;3.48;0.65;9.8;5;931
660;660;Australia;This crisp, delicate Pinot Noir should be consumed over the next few years for its elegant cherry and rose petal notes and silky tannins. Hints of scorched earth and dry leaves add extra interest to the reasonably complex bouquet.;Applejack Vineyard;88;42.0;Victoria;Yarra Valley;;Pinot Noir;Giant Steps;7.6;0.4;0.29;1.9;0.078;29.0;66.0;0.9971;3.45;0.59;9.5;6;932
661;661;France;This lightweight, fruity wine is very direct in its acidity and canteloupe flavors. Citrus cuts the richness, while a fine chalky texture comes from the soil of the region. It's a wine to drink soon, fresh and packed with crisp fruits.;;88;27.0;Loire Valley;Sancerre;;Sauvignon Blanc;Domaine Gérard Fiou;6.6;0.61;0.01;1.9;0.08;8.0;25.0;0.99746;3.69;0.73;10.5;5;934
662;662;Argentina;Cherry and plum aromas are earthy, gritty and not overly potent. The palate is saturated, with the right amount of body weight and volume. There's a blitz of berry and black cherry flavors, backed by a finish that's black in nature and shows mild bitter notes of chocolate and coffee.;Grande Reserve;88;25.0;Mendoza Province;Tupungato;;Malbec;Domaine Jean Bousquet;8.8;0.3;0.38;2.3;0.06;19.0;72.0;0.99543;3.39;0.72;11.8;6;936
663;663;France;Totally herbaceous, it's full of green herb flavors and tight with citrus and gooseberry. A light touch balances the intensity, giving freshness to the wine that's ready to drink now.;Le Pierrier;88;35.0;Loire Valley;Sancerre;;Sauvignon Blanc;Domaine Thomas & Fils;6.2;0.46;0.17;1.6;0.073;7.0;11.0;0.99425;3.61;0.54;11.4;5;939
664;664;US;A red Meritage blend of 51% Cabernet Sauvignon, 30% Merlot, 10% Cabernet Franc, 5% Petit Verdot and 4% Malbec, the name honors Dry Creek Vineyard's love of seafaring. With a nod to the Old World, it's lean and savory in black tea and exotic herb. Juicy, brambly berry come to the fore on the finish, which is still grippy on the palate.;The Mariner;88;45.0;California;Dry Creek Valley;Sonoma;Meritage;Dry Creek Vineyard;9.9;0.27;0.49;5.0;0.0819999999999999;9.0;17.0;0.99484;3.19;0.52;12.5;7;941
665;665;US;A complex aromatic profile of the fruit, spice and savory elements found in plum chutney, this promising wine drops off a bit once sipped. But it is still tasty, with freshly picked plum flavors bringing fruit, tartness and tannins together, a bit of bacon fat on the finish.;;88;30.0;California;Santa Barbara County;Central Coast;Grenache;Epiphany;10.1;0.43;0.4;2.6;0.092;13.0;52.0;0.99834;3.22;0.64;10.0;7;942
666;666;France;This wine has both fruitiness and delicious, bright acidity. A subtle use of wood creates a firm structure under the black currant fruit flavors, giving a solid base on which to develop. Drink from 2017.;;88;26.0;Bordeaux;Côtes de Bourg;;Bordeaux-style Red Blend;Etienne de Tauriac;8.3;0.3;0.49;3.8;0.09;11.0;24.0;0.99498;3.27;0.64;12.1;7;944
667;667;US;Fuller in style, it boasts layers of coconut cream pie, fig and honey, with a swirl of vanilla lurking in there too. Mineral-rich, the finish revisits the creamy, baked fruit theme, lush and generous.;;88;39.0;California;Russian River Valley;Sonoma;Chardonnay;Fog Crest;10.2;0.44;0.58;4.1;0.092;11.0;24.0;0.99745;3.29;0.99;12.0;7;946
668;668;France;Crisp with apples and citrus, it's also laced with a more mineral character. It's full in the mouth, very bright with acidity and grapefruit. Drink now.;Cuvée Silice;88;25.0;Loire Valley;Pouilly-Fumé;;Sauvignon Blanc;Francis Blanchet;8.3;0.28;0.48;2.1;0.093;6.0;12.0;0.99408;3.26;0.62;12.4;7;947
669;669;Italy;This opens with aromas of plum, exotic spice and incense. The palate displays black cherry accented with white and black pepper, leather, licorice, espresso and balsamic notes but astringent tannins cut this short.;Mondoca di Bussia;88;80.0;Piedmont;Barolo;;Nebbiolo;Germano Angelo;8.9;0.12;0.45;1.8;0.075;10.0;21.0;0.99552;3.41;0.76;11.9;7;949
670;670;US;Big and flashy, it has oodles of almost sweet oak and ripe fruit character. Full-bodied, rich in texture, with ripe raspberry and red cherry flavors, it offers firm tannins and a lingering, vanilla scented finish.;;88;55.0;California;Anderson Valley;Mendocino/Lake Counties;Pinot Noir;Goldeneye;8.9;0.12;0.45;1.8;0.075;10.0;21.0;0.99552;3.41;0.76;11.9;7;950
671;671;US;From old vines planted on the Mayacamas Mountains, this Gewurz is pungent in lychee and grapefruit, a trace of pepper, ginger and clove hiding beneath the surface. Medium-bodied and dry, it offers a rich interplay between herb and spice plus freshness on the finish.;Estate Vineyard;88;22.0;California;Sonoma Coast;Sonoma;Gewürztraminer;Gundlach Bundschu;8.3;0.28;0.48;2.1;0.093;6.0;12.0;0.99408;3.26;0.62;12.4;7;951
672;672;France;This fragrant wine is full of fresh citrus and green apple flavors that are crisp and lively. A steely element comes through to give structure.;Cuvée C.M.;88;28.0;Loire Valley;Sancerre;;Sauvignon Blanc;Jean-Max Roger;8.2;0.31;0.4;2.2;0.0579999999999999;6.0;10.0;0.99536;3.31;0.68;11.2;7;952
673;673;US;One of the many estate Pinot Noirs produced by the pioneering Arroyo Grande Valley winery, which was founded as a sparkling wine house, this offers scents of sandalwood, black licorice and red currant. The flavors are tart with cranberry, then bring some bitter notes of crushed herbs.;Estate;88;25.0;California;Arroyo Grande Valley;Central Coast;Pinot Noir;Laetitia;10.2;0.34;0.48;2.1;0.052;5.0;9.0;0.99458;3.2;0.69;12.1;7;953
674;674;US;Potent and pungent, it holds juicy acids tasting of grapefruit. It plunges into a chocolaty midpalate with strawberry fruit that thins into light flavors of soda pop.;Diversité;88;48.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Le Cadeau;8.5;0.21;0.52;1.9;0.09;9.0;23.0;0.99648;3.36;0.67;10.4;5;955
675;675;US;Light and brigh, it comes from tSanta Barbara County grape-growing pioneer Louis Lucas. Aromas of orange juice, passionfruit and sugared grapefruit peel create a strong introduction. On the floral-laced palate, pear cider and night jasmine flavors make for a solid sipper if not particularly complex.;Estate;88;19.0;California;Santa Barbara County;Central Coast;Viognier;Lucas & Lewellen;9.0;0.36;0.52;2.1;0.111;5.0;10.0;0.99568;3.31;0.62;11.3;6;956
676;676;Croatia;This Croatian white is a blend of Debit, Pošip, Marastina, Pinot Grigio and Chardonnay. It has heady aromas of dried fruits, fresh peaches and buttered toast. There are great flavors of fresh stone fruits and black figs in the midpalate, and a pleasantly astringent finish.;Riserva R5;88;19.0;North Dalmatia;;;White Blend;Bibich;6.4;0.57;0.12;2.3;0.12;25.0;36.0;0.99519;3.47;0.71;11.3;7;958
677;677;Italy;This retro-styled wine displays its new-wood influence. It opens with aromas of coconut, oak extract, coffee and espresso that continue onto the palate along with a hint of mint and spice. But there's not enough fruit richness to support the evident oak and drying wood tannins.;Villero;88;77.0;Piedmont;Barolo;;Nebbiolo;Boroli;8.5;0.47;0.27;1.9;0.0579999999999999;18.0;38.0;0.99518;3.16;0.85;11.1;6;960
678;678;US;Light, bright and refreshing, it offers pear spritzer, lime zest and a hint of guava on the nose, followed by citrus rind, light papaya and apple juice on the palate. It makes a nice bridge between the richness of Chardonnay and crispness of Sauvignon Blanc.;Stainless;88;18.0;California;Central Coast;Central Coast;Chardonnay;Chamisal Vineyards;7.1;0.56;0.14;1.6;0.078;7.0;18.0;0.99592;3.27;0.62;9.3;5;961
679;679;France;An aromatic wine, it has a rounded texture, a spicy character and only light acidity. Very forward and fruity, it's going to be ready to drink by 2015.;;88;25.0;Bordeaux;Pessac-Léognan;;Bordeaux-style White Blend;Château de Cruzeau;6.6;0.57;0.02;2.1;0.115;6.0;16.0;0.99654;3.38;0.69;9.5;5;962
680;680;France;The wine is rich, showing toast as well as apricot and peach flavors. It's full-blown, right up front with fruitiness and rounded texture. Drink now.;;88;0;Bordeaux;Pessac-Léognan;;Bordeaux-style White Blend;Château Lafargue;8.5;0.47;0.27;1.9;0.0579999999999999;18.0;38.0;0.99518;3.16;0.85;11.1;6;964
681;681;France;It balances a crisp texture against ripe fruitiness. Finely structured, it's very fresh with herbaceous fruits and lively acidity. Drink from 2015.;;88;0;Bordeaux;Pessac-Léognan;;Bordeaux-style White Blend;Château le Sartre;8.5;0.66;0.2;2.1;0.0969999999999999;23.0;113.0;0.99733;3.13;0.48;9.2;5;967
682;682;France;At this stage, the wine is closed, just hinting at its rich, fruity future. It has good acidity and a touch of bitter almonds, but the real fruitiness is still to come. Wait until 2015.;;88;18.0;Bordeaux;Bordeaux Blanc;;Bordeaux-style White Blend;Château Roc de Minvielle;9.0;0.4;0.43;2.4;0.068;29.0;46.0;0.9943;3.2;0.6;12.2;6;968
683;683;US;A collaboration between winemaker Nick Goldschmidt and his daughter Chelsea, this 100% Merlot delivers great value. Oaky in plummy black fruit and tobacco, it shows a touch of cedar and clove amidst mountainous tannins. An ideal wine for pepper steak off the grill.;;88;18.0;California;Alexander Valley;Sonoma;Merlot;Chelsea Goldschmidt;10.4;0.26;0.48;1.9;0.066;6.0;10.0;0.99724;3.33;0.87;10.9;6;971
684;684;France;White currants and fresh apricots dominate this fruity, fragrant wine. Bright acidity is enveloped by the generous texture and touch of toast. This rich wine is ready to drink.;;88;0;Bordeaux;Pessac-Léognan;;Bordeaux-style White Blend;Clos Marsalette;8.8;0.33;0.41;5.9;0.073;7.0;13.0;0.99658;3.3;0.62;12.1;7;974
685;685;US;The best of the winery's 2011 block reserves, this displays a solid core of cherry fruit, augmented with some streaks of steel and stone. It's firm and tannic, with plenty of tart acidity behind the crisp fruit.;Sarah Jane's Block Reserve;88;65.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Coeur de Terre;7.2;0.41;0.3;2.1;0.083;35.0;72.0;0.997;3.44;0.52;9.4;5;975
686;686;US;This longtime Carneros producer sources from dozens of its own blocks to put together this estate Chardonnay. Intense in floral aromas as well as peach and lemon, it's dusted only slightly in clove and a light barrel imprint. Bright on the tongue and on the finish, it's a food-friendly wine that will complement.;Estate Grown;88;25.0;California;Carneros;Napa-Sonoma;Chardonnay;Cuvaison;8.4;0.59;0.29;2.6;0.109;31.0;119.0;0.99801;3.15;0.5;9.1;5;977
687;687;US;Silky in cherry and strawberry with a dense midpalate of refined oak, this delicately hued Pinot comes from a single, hillside block of Cuvaison's Carneros property. With pretty aromas of violet and rose, it has richness that isn't overdone, a nice expression of the appellation's power and finesse.;Spire;88;48.0;California;Carneros-Napa Valley;Napa;Pinot Noir;Cuvaison;7.0;0.4;0.32;3.6;0.061;9.0;29.0;0.99416;3.28;0.49;11.3;7;978
688;688;France;A cherry-fresh wine that's so full of fruit that its structure becomes secondary. A dry edge of tannin supports the fruit and acidity, making this wine so drinkable now.;;88;20.0;Loire Valley;Menetou-Salon;;Pinot Noir;Domaine de l'Hermitage;9.1;0.5;0.3;1.9;0.065;8.0;17.0;0.99774;3.32;0.71;10.5;6;980
689;689;Spain;Plum and berry aromas are pure and compact. This is a lively, energetic, everyday Tempranillo with lots of bounce to its step. The power-packed palate is full of mixed berry flavors, while the finish is dense and comfortable, with residual weight.;Made With Organic Grapes;88;11.0;Central Spain;Vino de la Tierra de Castilla;;Tempranillo;Venta Morales;9.5;0.86;0.26;1.9;0.079;13.0;28.0;0.99712;3.25;0.62;10.0;5;981
690;690;US;Smoke and oak pronounce themselves vigorously on the nose and entry of this 100% varietal wine, which holds on with a tight grip. Black fruit dominates with leather, chocolate and tobacco playing secondary roles. The finish is lengthy and powerful.;Estate Grown;90;55.0;California;Moon Mountain District Sonoma County;Sonoma;Cabernet Sauvignon;Korbin Kameron;7.3;0.52;0.32;2.1;0.07;51.0;70.0;0.99418;3.34;0.82;12.9;6;982
691;691;Spain;In a small field of excellent Cavas, this bready, leesy, semi-rich bottling stands out for its totality and comfort on the palate. Along the road are aromas of burnt banana and toasted bread along with flavors of arugula, lime and dried apple. An elegant finish with stone-fruit and green-herb notes is sophisticated.;Leopardi Brut Nature Gran Reserva;90;35.0;Catalonia;Cava;;Sparkling Blend;Llopart;9.1;0.5;0.3;1.9;0.065;8.0;17.0;0.99774;3.32;0.71;10.5;6;983
692;692;Bulgaria;This Bulgarian Mavrud from Elenovo has aromas of blackberry, freshly brewed coffee, espresso bean, spice and a whiff of eucalyptus. It has flavors of blackberry, blueberry and black plums with rounded tannins.;Elenovo Nova Zagora;90;26.0;Thracian Valley;;;Mavrud;Edoardo Miroglio;7.4;0.58;0.0;2.0;0.064;7.0;11.0;0.99562;3.45;0.58;11.3;6;985
693;693;US;Entirely sourced from this Sangiacomo family-farmed vineyard, which is planted entirely to the Old Wente clone, this wine offers fleshy and tropical juiciness and texture. Aged in French oak, the vast majority of it neutral, the wine lets the fruit and acidity speak for themselves.;Sangiacomo Green Acres Hill;90;46.0;California;Sonoma Coast;Sonoma;Chardonnay;Eric Kent;7.1;0.36;0.3;1.6;0.08;35.0;70.0;0.99693;3.44;0.5;9.4;5;987
694;694;US;From the renowned vineyard's F Block comes a wine with plump wild berries, pencil lead and juniper on a tightly woven nose. Certain to last for years and evolve steadily over that time, the palate now shows lavender, elderberry, elderflower, cranberry essence and a touch of black tea. Drink 2018–2028.;Bien Nacido Vineyard;90;55.0;California;Santa Barbara County;Central Coast;Pinot Noir;Fess Parker;7.7;0.39;0.12;1.7;0.0969999999999999;19.0;27.0;0.99596;3.16;0.49;9.4;5;988
695;695;US;Cherry-rhubarb juice, shiitake mushrooms, sagebrush and iron make for a lush and layered nose on this appellation-blend wine that is widely available. The palate begins with plush red cherry then dives into oregano, sage and mace spice. It's expertly complex for a reasonably priced wine.;;90;30.0;California;Sta. Rita Hills;Central Coast;Pinot Noir;Fess Parker;9.7;0.295;0.4;1.5;0.073;14.0;21.0;0.99556;3.14;0.51;10.9;6;989
696;696;US;Ripe bramble and smoked nuts cast a savory edge to concentrated blackberry and cherry flavors in this robust wine. It's velvety and rich, but crisp, cranberry acidity and a granite edge lend elegance. Drink now through 2022.;;90;25.0;New York;Finger Lakes;Finger Lakes;Cabernet Franc;Hazlitt 1852 Vineyards;7.7;0.39;0.12;1.7;0.0969999999999999;19.0;27.0;0.99596;3.16;0.49;9.4;5;990
697;697;US;Rich, ripe streaks of black cherry preserve are balanced by savory nuances of dried herb, toast and bramble in this luscious Pinot Noir. Aptly “lusty” in style, it's deeply concentrated with an unabashed fruit-forwardness, but crisp cranberry acidity and a penetrating earthiness gives it marked composure.;Lust;90;27.0;New York;Finger Lakes;Finger Lakes;Pinot Noir;Inspire Moore;7.1;0.34;0.28;2.0;0.0819999999999999;31.0;68.0;0.99694;3.45;0.48;9.4;5;991
698;698;US;Hailing from Olsen and Elephant Mountain vineyards, this wine brings black currant, huckleberry and dark plum aromas that smell pure and sweet. The black fruit and smoke flavors display a mixture of concentration and restraint.;En Hommage;90;28.0;Washington;Yakima Valley;Columbia Valley;Syrah;Kevin White;7.1;0.34;0.28;2.0;0.0819999999999999;31.0;68.0;0.99694;3.45;0.48;9.4;5;993
699;699;Italy;Scorched earth, toasted nut, espresso, cured meat and baked plum aromas lead the nose on this concentrated wine along with a hint of new leather. The big, chewy palate doles out mature black cherry, pomegranate, licorice and tobacco while tightly knit, fine-grained tannins provide the framework. Drink 2019–2023.;;90;62.0;Tuscany;Brunello di Montalcino;;Sangiovese;La Magia;7.7;0.6;0.06;2.0;0.079;19.0;41.0;0.99697;3.39;0.62;10.1;6;995
700;700;US;This wine is sourced from a handful of stellar vineyards, including Pratt, Dutton, Sullivan and Chenoweth. It was given 18 months in French oak, all of it twice-used or older, which contributes to an integrated, understated wood presence that's refreshing in its restraint. Creamy acidity and a taste of baked bread cradles lemon zest and almond before a crisp, lengthy finish.;;90;48.0;California;Sonoma Coast;Sonoma;Chardonnay;La Pitchoune;8.9;0.84;0.34;1.4;0.05;4.0;10.0;0.99554;3.12;0.48;9.1;6;998
701;701;Italy;Leafy underbrush, scorched earth, porcini mushroom and dried plum aromas lead the nose. The firmly structured palate offers dried black cherry, raspberry confiture and licorice alongside assertive, tightly-packed tannins. Drink 2018–2024.;;90;80.0;Tuscany;Brunello di Montalcino;;Sangiovese;Lazzeretti;6.4;0.69;0.0;1.65;0.055;7.0;12.0;0.99162;3.47;0.53;12.9;6;999
702;702;US;A blend of fruit from the McGinley and Grassini vineyards, this wine is fermented in oak barrels, yielding a nose that's an approachable buffet of nectarine, wet cement, chopped lemongrass and wet hay. The oak also gives the palate more weight to deliver flavors of green-apple slices, kumquat, lime zest and cut lawn.;D;90;36.0;California;Happy Canyon of Santa Barbara;Central Coast;Sauvignon Blanc;Margerum;7.5;0.43;0.3;2.2;0.062;6.0;12.0;0.99495;3.44;0.72;11.5;7;1000
703;703;US;Deep, dark blueberry fruit meets with beef char, fudge chocolate and espresso-bean notes on the nose of this blend of 59% Petite Sirah, 15% Syrah, 14% Tannat, 7% Petit Verdot, 4% Grenache and 1% Viognier. The rigid tannins need a little more time to open, but the zesty blueberry, blackberry and black-pepper flavors shine across the fresh, sizzling acidity.;1105;90;48.0;California;Paso Robles;Central Coast;Red Blend;MCV;8.2;0.43;0.29;1.6;0.081;27.0;45.0;0.99603;3.25;0.54;10.3;5;1004
704;704;US;Ripe fruit and oak loom large in this wine, produced from relatively old vines in the heart of the appellation, long a source for the producer's Pinot Noir. Preserved lemon, fleshy melon and caramel dance around each other, steeped in Golden Delicious apple, honey and pear. A high wire of acidity marks the finish.;Olivet Lane;90;60.0;California;Russian River Valley;Sonoma;Chardonnay;Merry Edwards;6.8;0.36;0.32;1.8;0.067;4.0;8.0;0.9928;3.36;0.55;12.8;7;1005
705;705;Canada;This comes in at 15g/L residual sugar, but it's more than offset with mineral-drenched acidity, so it drinks like a dry wine. Pale lemon in hue, it offers citrus flesh and rind in a young, yeasty, medium-bodied wine. The persistent, crisply-defined finish leaves a pleasing aftertaste of tangerine.;Reserve;90;24.0;British Columbia;Okanagan Valley;;Riesling;Mission Hill;9.1;0.29;0.33;2.05;0.063;13.0;27.0;0.99516;3.26;0.84;11.7;7;1006
706;706;US;Plummy chocolate stars in this densely textured yet nicely lean wine, which finds balance and power in the glass. Cherry, blueberry and cedar make appearances, before a finish kissed in tobacco.;Estate Grown;90;42.0;California;Oak Knoll District;Napa;Cabernet Franc;Monticello Vineyards;9.1;0.3;0.34;2.0;0.064;12.0;25.0;0.99516;3.26;0.84;11.7;7;1007
707;707;US;Boosted with 5% Barbera, this bottling for the estate's Bootjack Ranch shows ripe cranberry, red cherry, a pinch of herbs and touches of caramel and coffee syrup on the nose. A dense core of black plum skins at the palate's core is surrounded by bright cherry fruit, evolving into a dark chocolate and espresso touch.;;90;45.0;California;Paso Robles;Central Coast;Sangiovese;Niner;8.9;0.35;0.4;3.6;0.11;12.0;24.0;0.99549;3.23;0.7;12.0;7;1008
708;708;US;This vineyard-designated estate wine is restrained and elegant, allowing for a sparkle of raspberry and black cherry to speak. The oak is light and integrated, and the minerality well defined, with just the smallest traces of black licorice and pepper coming through on the finish.;Nance's Vineyard;90;39.0;California;Alexander Valley;Sonoma;Zinfandel;Ousterhout;8.9;0.28;0.45;1.7;0.067;7.0;12.0;0.99354;3.25;0.55;12.3;7;1010
709;709;US;Tangy and intensely vibrant in citrus, this site-specific white sings in grapefruit pith and zest, layering those flavors atop spicy ginger and herb. It finishes bright and fresh on the palate, eager for food.;Redwood Ranch;90;25.0;California;Alexander Valley;Sonoma;Sauvignon Blanc;Ousterhout;8.9;0.32;0.31;2.0;0.088;12.0;19.0;0.9957;3.17;0.55;10.4;6;1011
710;710;US;Cabernet Sauvignon makes up just over half of this blend with the rest Cabernet Franc and Merlot. Vanilla and cocoa aromas are out in front of herb, black licorice and dark fruit. The dark-fruit and woodspice flavors are refined and show a sense of depth, elegance and balance that captures the attention.;Damn Straight;90;40.0;Washington;Columbia Valley (WA);Columbia Valley;Bordeaux-style Red Blend;Plumb Cellars;7.7;1.005;0.15;2.1;0.102;11.0;32.0;0.99604;3.23;0.48;10.0;5;1012
711;711;Slovenia;Amber gold in the glass, this Ribolla Gialla has aromas of wet river rocks, vanilla bean and honeycomb. It has a luscious mouthfeel with pronounced minerality and flavors of apricot, apple and ripe pear.;Brutus;90;40.0;Goriska Brda;;;Ribolla Gialla;Principiano Ferdinando;7.5;0.71;0.0;1.6;0.092;22.0;31.0;0.99635;3.38;0.58;10.0;6;1013
712;712;US;Not just an intriguing wine that geeks will love to find, this bottling of Charbono is intriguing and accessible to lovers of many different styles. Rich but fruity aromas of boysenberry, black plum, hoisin sauce and wood smoke give way to a palate laced with more plum and rounded purple fruit as well as touches of graphite and gravel.;;90;40.0;California;Santa Clara Valley;Central Coast;Charbono;Sarah's Vineyard;8.0;0.58;0.16;2.0;0.12;3.0;7.0;0.99454;3.22;0.58;11.2;6;1014
713;713;Italy;Sunbaked earth, mature black-skinned fruit, menthol, dark spice and a whiff of cured meat aromas emerge in the glass. The ripe, concentrated palate offers dried black cherry, star anise and tobacco alongside mature, densely packed tannins. Drink 2018–2025.;;90;60.0;Tuscany;Brunello di Montalcino;;Sangiovese;SassodiSole;8.9;0.38;0.4;2.2;0.068;12.0;28.0;0.99486;3.27;0.75;12.6;7;1016
714;714;Canada;Fresh and creamy, this delicious wine shows a fruit mix of melon, apple and pear, with just a hint of celery. It's balanced and crisp, with excellent penetration and length.;;90;19.0;British Columbia;Okanagan Valley;;Pinot Gris;Tinhorn Creek;8.0;0.18;0.37;0.9;0.049;36.0;109.0;0.99007;2.89;0.44;12.7;6;1018
715;715;US;Mounds of decadent chocolate and cassis round out a smoothly textured wine dotted in dried herb and black olive, coming together in firm tannin and integrated acidity. The finish is leathery.;;90;85.0;California;Mount Veeder;Napa;Cabernet Sauvignon;V. Sattui;7.0;0.5;0.14;1.8;0.078;10.0;23.0;0.99636;3.53;0.61;10.4;5;1019
716;716;Spain;This amontillado smells complete, with a tight aromatic mix of raw wood, brine, citrus and dried stone fruits. The palate is racy, with razor-like acidity. Intense flavors of dried apricot, tart nectarine and almond skins finish full  and lasting, with cutting acidity.;Viña AB Amontillado Seco;90;26.0;Andalucia;Jerez;;Palomino;González Byass;11.3;0.36;0.66;2.4;0.123;3.0;8.0;0.99642;3.2;0.53;11.9;6;1020
717;717;Italy;Aromas of scorched earth, game, truffle and mature plum come together in the glass. The ripe palate offers dried blackberry, mature cherry, anise and almond alongside firm, fine-grained tannins. Drink through 2020.;Riserva;90;25.0;Tuscany;Chianti Classico;;Red Blend;Il Brunone;11.3;0.36;0.66;2.4;0.123;3.0;8.0;0.99642;3.2;0.53;11.9;6;1021
718;718;US;Chocolaty aromas and ample spicy, dark-fruit flavors power this generous and firm-textured wine. Everything seems in place and in balance, ready to take on a nice roast or braise.;;90;15.0;California;Dunnigan Hills;Central Valley;Tempranillo;Matchbook;7.0;0.51;0.09;2.1;0.062;4.0;9.0;0.99584;3.35;0.54;10.5;5;1022
